Category,Data
innodb_buffer_pool_size2,"[0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.008, 0.019, 0.033, 0.071, 0.172, 0.29, 0.589, 1.033, 2.314, 4.303, 9.289, 20.531, 40.778, 81.11, 160.216, 374.92, 956.155, 1821.431, 2003.574, 2203.931, 2424.324, 2666.757, 2933.432, 3226.776, 3549.453, 3904.399, 4294.838, 4724.322, 5196.754, 5716.43, 6288.073, 6916.88, 7608.568, 8369.425, 9206.368, 10127.004, 11139.705, 12253.675, 13479.043, 14826.947]"
innodb_buffer_pool_size2,"[0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.008, 0.015, 0.038, 0.071, 0.179, 0.407, 0.69, 1.705, 4.299, 9.15, 18.096, 48.675, 96.144, 227.701, 490.808, 1142.876, 2654.531, 2919.984, 3211.983, 3533.181, 3886.499, 4275.149, 4702.664, 5172.93, 5690.223, 6259.246, 6885.17, 7573.687, 8331.056, 9164.162, 10080.578, 11088.636, 12197.499, 13417.249, 14758.974, 16234.871, 17858.358, 19644.194, 21608.614, 23769.475]"
innodb_buffer_pool_size2,"[0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.008, 0.014, 0.032, 0.075, 0.176, 0.303, 0.791, 1.377, 3.31, 7.927, 17.254, 36.315, 97.333, 228.639, 529.887, 1238.487, 2203.093, 2423.403, 2665.743, 2932.317, 3225.549, 3548.104, 3902.914, 4293.205, 4722.526, 5194.779, 5714.256, 6285.682, 6914.25, 7605.675, 8366.243, 9202.867, 10123.154, 11135.469, 12249.016, 13473.918, 14821.31, 16303.441, 17933.785, 19727.163]"
innodb_buffer_pool_size2,"[0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.009, 0.019, 0.035, 0.078, 0.199, 0.533, 1.428, 3.056, 7.69, 15.055, 28.951, 68.812, 157.682, 303.202, 713.494, 1771.106, 3583.826, 3942.209, 4336.43, 4770.072, 5247.08, 5771.788, 6348.966, 6983.863, 7682.249, 8450.474, 9295.522, 10225.074, 11247.581, 12372.339, 13609.573, 14970.531, 16467.584, 18114.342, 19925.776, 21918.354, 24110.19, 26521.208, 29173.329, 32090.662]"
innodb_buffer_pool_size2,"[0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.011, 0.029, 0.073, 0.15, 0.398, 0.723, 1.866, 4.065, 8.131, 18.615, 44.007, 85.969, 198.737, 509.706, 1197.867, 2494.455, 2743.9, 3018.29, 3320.119, 3652.131, 4017.344, 4419.079, 4860.987, 5347.086, 5881.794, 6469.973, 7116.971, 7828.668, 8611.535, 9472.688, 10419.957, 11461.953, 12608.148, 13868.963, 15255.859, 16781.445, 18459.589, 20305.548, 22336.103, 24569.713]"
innodb_buffer_pool_size2,"[0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.01, 0.02, 0.038, 0.08, 0.195, 0.469, 1.114, 2.271, 4.712, 9.298, 23.443, 56.136, 100.561, 214.42, 515.649, 1146.906, 3075.238, 3382.762, 3721.038, 4093.142, 4502.456, 4952.702, 5447.972, 5992.77, 6592.047, 7251.251, 7976.376, 8774.014, 9651.415, 10616.557, 11678.213, 12846.034, 14130.637, 15543.701, 17098.071, 18807.878, 20688.666, 22757.532, 25033.286, 27536.614]"
innodb_buffer_pool_size2,"[0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.011, 0.021, 0.053, 0.092, 0.187, 0.372, 0.983, 2.035, 3.937, 6.64, 14.068, 29.951, 71.646, 164.263, 390.991, 999.934, 1968.133, 2164.947, 2381.441, 2619.586, 2881.544, 3169.699, 3486.668, 3835.335, 4218.869, 4640.756, 5104.831, 5615.314, 6176.846, 6794.53, 7473.983, 8221.382, 9043.52, 9947.872, 10942.659, 12036.925, 13240.617, 14564.679, 16021.147, 17623.262]"
innodb_buffer_pool_size2,"[0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.007, 0.014, 0.029, 0.065, 0.113, 0.233, 0.539, 1.31, 2.218, 4.251, 10.412, 25.757, 51.229, 125.514, 336.875, 877.896, 2138.76, 2352.636, 2587.9, 2846.69, 3131.359, 3444.495, 3788.944, 4167.839, 4584.623, 5043.085, 5547.394, 6102.133, 6712.346, 7383.581, 8121.939, 8934.133, 9827.546, 10810.301, 11891.331, 13080.464, 14388.51, 15827.361, 17410.097, 19151.107]"
innodb_sort_buffer_size1,"[65536, 66560, 67584, 69632, 73728, 81920, 98304, 131072, 196608, 327680, 589824, 1114112, 2162688, 4259840, 8454144, 16842752, 33619968, 67108864]"
innodb_sort_buffer_size1,"[0.08, 0.081, 0.081, 0.081, 0.08, 0.081, 0.081, 0.079, 0.078, 0.081, 0.08, 0.118, 0.174, 0.27, 0.462, 0.816, 1.5, 2.884]"
innodb_sort_buffer_size1,"[0.081, 0.081, 0.082, 0.08, 0.08, 0.08, 0.081, 0.081, 0.078, 0.079, 0.079, 0.111, 0.161, 0.259, 0.442, 0.791, 1.509, 2.989]"
innodb_sort_buffer_size1,"[0.079, 0.081, 0.08, 0.08, 0.08, 0.08, 0.08, 0.079, 0.078, 0.078, 0.081, 0.12, 0.177, 0.278, 0.453, 0.798, 1.45, 2.767]"
innodb_sort_buffer_size1,"[0.078, 0.079, 0.08, 0.078, 0.078, 0.08, 0.081, 0.079, 0.079, 0.078, 0.079, 0.116, 0.168, 0.253, 0.413, 0.714, 1.37, 2.729]"
innodb_sort_buffer_size1,"[0.079, 0.081, 0.081, 0.079, 0.081, 0.081, 0.079, 0.081, 0.08, 0.079, 0.079, 0.114, 0.162, 0.258, 0.426, 0.739, 1.36, 2.653]"
innodb_sort_buffer_size1,"[0.139, 0.139, 0.138, 0.141, 0.141, 0.137, 0.14, 0.142, 0.142, 0.137, 0.139, 0.197, 0.291, 0.471, 0.789, 1.39, 2.52, 5.083]"
innodb_sort_buffer_size1,"[0.138, 0.137, 0.139, 0.141, 0.141, 0.143, 0.138, 0.137, 0.139, 0.14, 0.138, 0.195, 0.275, 0.413, 0.677, 1.182, 2.25, 4.33]"
innodb_sort_buffer_size1,"[0.138, 0.139, 0.139, 0.14, 0.137, 0.137, 0.138, 0.143, 0.143, 0.138, 0.137, 0.207, 0.292, 0.453, 0.778, 1.395, 2.633, 5.227]"
innodb_sort_buffer_size1,"[0.142, 0.139, 0.14, 0.138, 0.138, 0.137, 0.139, 0.139, 0.143, 0.143, 0.137, 0.198, 0.285, 0.443, 0.726, 1.311, 2.369, 4.68]"
innodb_sort_buffer_size1,"[0.141, 0.141, 0.14, 0.137, 0.142, 0.141, 0.141, 0.137, 0.139, 0.142, 0.14, 0.212, 0.311, 0.488, 0.829, 1.445, 2.646, 5.125]"
innodb_sort_buffer_size1,"[0.323, 0.313, 0.324, 0.318, 0.319, 0.325, 0.322, 0.321, 0.315, 0.313, 0.324, 0.468, 0.681, 1.072, 1.727, 3.109, 5.613, 10.706]"
innodb_sort_buffer_size1,"[0.319, 0.317, 0.314, 0.323, 0.32, 0.319, 0.326, 0.32, 0.327, 0.325, 0.327, 0.495, 0.722, 1.113, 1.862, 3.193, 6.043, 11.656]"
innodb_sort_buffer_size1,"[0.323, 0.322, 0.316, 0.319, 0.317, 0.317, 0.32, 0.324, 0.313, 0.313, 0.319, 0.464, 0.685, 1.045, 1.789, 3.253, 6.061, 12.033]"
innodb_sort_buffer_size1,"[0.321, 0.319, 0.318, 0.323, 0.317, 0.324, 0.314, 0.327, 0.317, 0.326, 0.323, 0.466, 0.656, 1.051, 1.763, 3.025, 5.635, 11.292]"
innodb_sort_buffer_size1,"[0.323, 0.321, 0.32, 0.324, 0.325, 0.325, 0.321, 0.314, 0.32, 0.32, 0.326, 0.493, 0.744, 1.152, 1.975, 3.581, 6.684, 13.215]"
innodb_fill_factor1,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]"
innodb_fill_factor1,"[13.261, 9.343, 11.473, 9.634, 8.245, 14.651, 7.289, 6.931, 7.132, 32.57]"
innodb_fill_factor1,"[12.398, 11.928, 8.877, 9.501, 8.362, 15.149, 14.845, 9.033, 6.832, 32.426]"
innodb_fill_factor1,"[10.155, 14.976, 9.032, 13.298, 11.862, 13.513, 13.5, 7.715, 8.232, 33.132]"
innodb_fill_factor1,"[10.916, 13.001, 9.502, 13.429, 11.596, 15.488, 14.652, 12.237, 9.356, 32.875]"
innodb_fill_factor1,"[10.863, 15.256, 11.31, 12.642, 8.392, 10.395, 11.74, 8.348, 7.778, 32.759]"
innodb_fill_factor1,"[10.63, 22.151, 12.788, 13.638, 16.496, 19.823, 23.496, 18.076, 13.24, 60.31]"
innodb_fill_factor1,"[18.269, 13.374, 18.773, 13.664, 20.222, 20.14, 9.913, 20.274, 13.607, 59.87]"
innodb_fill_factor1,"[20.093, 15.011, 21.126, 21.77, 17.497, 20.753, 15.255, 13.364, 14.121, 59.434]"
innodb_fill_factor1,"[16.371, 15.164, 15.416, 10.684, 21.901, 16.863, 22.551, 16.068, 12.286, 58.687]"
innodb_fill_factor1,"[13.981, 21.742, 14.249, 22.951, 13.16, 10.667, 18.762, 16.525, 11.651, 60.209]"
innodb_fill_factor1,"[39.358, 38.9, 38.292, 37.268, 26.267, 34.018, 39.175, 29.027, 20.863, 125.069]"
innodb_fill_factor1,"[26.419, 18.095, 17.089, 26.792, 18.505, 24.065, 24.045, 29.261, 19.607, 128.206]"
innodb_fill_factor1,"[23.245, 20.575, 31.359, 22.478, 34.263, 27.026, 33.01, 36.278, 19.863, 126.146]"
innodb_fill_factor1,"[39.472, 26.07, 29.761, 32.522, 22.85, 22.387, 27.063, 26.432, 19.173, 129.75]"
innodb_fill_factor1,"[29.932, 38.866, 36.396, 27.002, 37.261, 36.65, 34.161, 18.884, 17.888, 127.444]"
innodb_log_file_size1,"[1048576, 2097152, 3145728, 5242880, 9437184, 17825792, 34603008, 68157440, 135266304, 269484032, 537919488, 1074790400, 2148532224, 4296015872, 8590983168, 17180917760, 34360786944, 68720525312, 137440002048, 274877906944]"
innodb_log_file_size1,"[4.961, 5.181, 5.403, 5.708, 5.873, 6.154, 6.356, 6.528, 6.758, 7.011, 7.254, 7.516, 7.679, 7.945, 25.119, 60.872, 166.255, 508.961, 1481.75, 4508.938]"
innodb_log_file_size1,"[1.044, 1.043, 1.056, 1.029, 1.048, 1.033, 1.027, 1.035, 1.037, 1.035, 1.036, 1.022, 1.035, 3.162, 2.423, 2.731, 3.061, 2.911, 3.043, 3.043]"
innodb_log_file_size1,"[4.954, 5.177, 5.424, 5.648, 5.843, 6.165, 6.393, 6.568, 6.775, 7.014, 7.221, 7.476, 7.77, 7.946, 19.804, 49.005, 122.665, 377.038, 1259.019, 3596.436]"
innodb_log_file_size1,"[1.045, 1.048, 1.041, 1.035, 1.055, 1.037, 1.027, 1.032, 1.035, 1.03, 1.035, 1.039, 1.023, 2.492, 2.475, 2.503, 3.074, 3.339, 2.857, 2.857]"
innodb_log_file_size1,"[4.923, 5.158, 5.394, 5.633, 5.872, 6.103, 6.316, 6.552, 6.756, 7.034, 7.214, 7.544, 7.694, 7.904, 22.212, 71.999, 198.889, 611.274, 1862.331, 6164.652]"
innodb_log_file_size1,"[1.048, 1.046, 1.044, 1.042, 1.039, 1.035, 1.037, 1.031, 1.041, 1.026, 1.046, 1.02, 1.027, 2.81, 3.241, 2.762, 3.073, 3.047, 3.31, 3.31]"
innodb_log_file_size1,"[4.996, 5.158, 5.43, 5.609, 5.85, 6.117, 6.3, 6.582, 6.839, 7.036, 7.282, 7.449, 7.772, 7.938, 19.604, 59.124, 190.245, 624.323, 2037.077, 6803.916]"
innodb_log_file_size1,"[1.032, 1.053, 1.033, 1.043, 1.046, 1.03, 1.045, 1.039, 1.029, 1.035, 1.023, 1.043, 1.021, 2.47, 3.016, 3.218, 3.282, 3.263, 3.34, 3.34]"
innodb_log_file_size1,"[5.0, 5.219, 5.395, 5.694, 5.855, 6.145, 6.35, 6.577, 6.805, 7.038, 7.249, 7.472, 7.74, 7.954, 23.43, 62.764, 185.602, 492.713, 1720.32, 5186.247]"
innodb_log_file_size1,"[1.044, 1.034, 1.055, 1.028, 1.05, 1.033, 1.036, 1.035, 1.034, 1.03, 1.031, 1.036, 1.028, 2.946, 2.679, 2.957, 2.655, 3.492, 3.015, 3.015]"
query_cache_size1,"[0, 50176, 51200, 52224, 54272, 58368, 66560, 82944, 115712, 181248, 312320, 574464, 1098752, 2147328, 4244480, 8438784, 16827392, 33604608, 67159040, 134267904, 268485632, 536921088, 1073792000, 2147533824, 4295017472, 8589984768, 17179919360, 34359738368]"
query_cache_size1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
query_cache_size1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
query_cache_size1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
query_cache_size1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
query_cache_size1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
query_cache_size1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
query_cache_size1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
query_cache_size1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
query_cache_size1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
query_cache_size1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
query_cache_size1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
query_cache_size1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
query_cache_size1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
query_cache_size1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
query_cache_size1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
query_cache_size2,"[0, 50176, 51200, 52224, 54272, 58368, 66560, 82944, 115712, 181248, 312320, 574464, 1098752, 2147328, 4244480, 8438784, 16827392, 33604608, 67159040, 134267904, 268485632, 536921088, 1073792000, 2147533824, 4295017472, 8589984768, 17179919360, 34359738368]"
query_cache_size2,"[157.532, 171.859, 142.676, 134.156, 127.072, 103.048, 100.141, 94.756, 80.607, 72.256, 51.53, 39.457, 30.061, 29.984, 30.632, 29.995, 29.56, 30.377, 29.621, 30.563, 30.427, 29.932, 29.811, 30.482, 29.345, 29.924, 30.519, 30.443]"
query_cache_size2,"[178.828, 167.555, 137.085, 130.743, 122.604, 113.43, 104.673, 85.992, 83.204, 69.436, 59.898, 45.971, 29.444, 29.358, 29.609, 29.418, 29.976, 29.098, 29.185, 29.481, 29.235, 28.755, 28.804, 28.882, 29.614, 29.35, 29.83, 29.39]"
query_cache_size2,"[172.245, 159.972, 136.406, 146.455, 128.036, 118.879, 107.299, 83.951, 81.326, 66.293, 49.926, 40.845, 32.204, 31.636, 32.445, 31.854, 32.359, 32.512, 32.579, 31.602, 31.838, 31.746, 32.326, 31.7, 32.032, 32.624, 31.685, 31.488]"
query_cache_size2,"[170.499, 162.192, 149.914, 142.01, 122.647, 123.223, 101.415, 83.822, 82.22, 63.776, 56.501, 38.998, 28.384, 28.263, 28.014, 27.845, 28.905, 27.914, 28.536, 28.725, 28.253, 28.87, 28.922, 28.541, 28.399, 28.435, 28.995, 28.196]"
query_cache_size2,"[183.601, 142.346, 140.147, 142.593, 124.09, 116.261, 94.934, 80.201, 84.447, 62.732, 50.856, 45.886, 33.591, 34.283, 33.502, 33.627, 34.24, 33.826, 34.312, 33.332, 33.805, 33.158, 33.367, 32.842, 33.525, 34.037, 33.279, 34.069]"
query_cache_size2,"[648.565, 540.749, 487.863, 506.811, 504.435, 434.139, 348.974, 332.66, 298.941, 276.232, 227.235, 169.464, 136.496, 133.891, 133.192, 134.309, 137.703, 136.579, 138.637, 134.214, 136.959, 135.541, 137.836, 139.155, 135.365, 138.091, 137.282, 134.868]"
query_cache_size2,"[665.809, 592.88, 533.487, 497.479, 473.526, 456.085, 403.867, 310.07, 304.322, 272.098, 226.886, 175.959, 144.814, 144.781, 143.27, 143.293, 141.307, 145.229, 146.67, 146.145, 141.868, 146.207, 146.046, 146.289, 141.676, 143.987, 144.347, 142.701]"
query_cache_size2,"[677.46, 534.965, 590.165, 544.277, 444.93, 415.655, 404.565, 330.58, 323.154, 249.968, 207.445, 157.67, 126.458, 128.828, 129.135, 125.448, 124.229, 123.382, 123.375, 123.35, 125.099, 125.081, 124.905, 123.841, 125.632, 126.335, 124.34, 125.165]"
query_cache_size2,"[562.807, 624.716, 577.245, 553.104, 483.649, 400.67, 383.046, 342.797, 281.837, 272.699, 214.528, 158.46, 136.255, 137.209, 138.506, 136.091, 134.505, 135.313, 136.923, 138.347, 138.095, 134.057, 137.107, 137.791, 136.342, 133.839, 138.799, 137.89]"
