Category,Data
startservers1,"[0.714, 10.108, 31.585, 42.617, 61.002, 94.493, 96.946, 117.683]"
startservers1,"[0.853, 11.601, 30.472, 51.317, 60.112, 81.564, 99.202, 133.002]"
startservers1,"[0.778, 9.858, 29.021, 47.292, 63.4, 93.754, 94.518, 134.89]"
startservers1,"[0.94, 12.053, 32.037, 50.366, 65.929, 87.399, 99.984, 114.275]"
virtualhost1,"[0, 1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048, 4096, 8192, 10000]"
virtualhost1,"[1.302, 1.325, 1.297, 1.297, 1.286, 1.281, 1.297, 1.282, 1.327, 1.4, 3.079, 5.0, 7.184, 9.854, 10.349, 14.022]"
virtualhost1,"[1.319, 1.278, 1.312, 1.286, 1.306, 1.327, 1.326, 1.279, 1.301, 1.374, 3.657, 6.011, 8.307, 10.416, 12.347, 13.188]"
virtualhost1,"[1.269, 1.277, 1.326, 1.3, 1.315, 1.273, 1.291, 1.325, 1.284, 1.338, 3.131, 5.231, 7.173, 10.301, 11.432, 12.988]"
virtualhost1,"[1.327, 1.31, 1.276, 1.314, 1.315, 1.281, 1.281, 1.278, 1.286, 1.434, 3.129, 5.04, 8.152, 8.797, 11.692, 14.815]"
virtualhost1,"[1.316, 1.306, 1.3, 1.293, 1.317, 1.284, 1.282, 1.312, 1.291, 1.175, 3.664, 5.567, 7.987, 8.533, 12.649, 13.61]"
virtualhost1,"[1.4, 1.43, 1.422, 1.396, 1.424, 1.428, 1.399, 1.427, 1.39, 1.239, 3.424, 5.3, 6.925, 9.497, 12.185, 12.874]"
virtualhost1,"[1.38, 1.42, 1.388, 1.401, 1.426, 1.401, 1.4, 1.406, 1.426, 1.457, 3.184, 5.781, 6.63, 8.928, 11.143, 13.376]"
virtualhost1,"[1.403, 1.382, 1.431, 1.404, 1.371, 1.382, 1.399, 1.416, 1.407, 1.531, 3.57, 5.692, 6.745, 9.162, 10.617, 14.077]"
virtualhost1,"[1.368, 1.413, 1.376, 1.384, 1.38, 1.409, 1.415, 1.412, 1.392, 1.549, 3.353, 5.658, 7.704, 9.477, 11.888, 13.215]"
virtualhost1,"[1.383, 1.407, 1.368, 1.389, 1.413, 1.384, 1.429, 1.404, 1.392, 1.46, 3.383, 4.915, 7.225, 8.093, 11.458, 13.899]"
virtualhost1,"[1.182, 1.195, 1.226, 1.176, 1.199, 1.174, 1.185, 1.214, 1.211, 1.086, 3.868, 6.14, 7.893, 10.054, 12.072, 15.488]"
virtualhost1,"[1.179, 1.197, 1.205, 1.204, 1.184, 1.204, 1.204, 1.208, 1.192, 1.144, 3.542, 5.684, 8.11, 10.516, 11.314, 13.561]"
virtualhost1,"[1.2, 1.196, 1.181, 1.175, 1.211, 1.201, 1.171, 1.216, 1.198, 1.247, 3.417, 5.186, 8.073, 9.519, 11.421, 16.528]"
virtualhost1,"[1.181, 1.216, 1.197, 1.217, 1.215, 1.187, 1.192, 1.216, 1.19, 1.274, 3.294, 5.975, 8.446, 10.344, 13.413, 15.09]"
virtualhost1,"[1.222, 1.226, 1.192, 1.218, 1.194, 1.224, 1.198, 1.176, 1.199, 1.081, 3.609, 6.084, 8.179, 9.463, 12.177, 15.428]"
